Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,,
2025-03-21,14:30:48.798360,1742563848.79836,s,92.176711,s,15541,
2025-03-21,14:30:49.055472,1742563849.055472,s,92.433823,s,15541,
2025-03-21,14:30:49.299333,1742563849.299333,s,92.677684,s,15567,
2025-03-21,14:30:49.556366,1742563849.556366,s,92.934717,s,15569,
2025-03-21,14:30:49.800251,1742563849.800251,s,93.178602,s,15604,
2025-03-21,14:30:50.057275,1742563850.057275,s,93.435626,s,15596,
2025-03-21,14:30:50.301229,1742563850.301229,s,93.67958,s,15619,
2025-03-21,14:30:50.558159,1742563850.558159,s,93.93651,s,15636,
2025-03-21,14:30:50.802116,1742563850.802116,s,94.180467,s,15647,
2025-03-21,14:30:51.059060,1742563851.05906,s,94.437411,s,15660,
2025-03-21,14:30:51.303162,1742563851.303162,s,94.681513,s,15682,
2025-03-21,14:30:51.560118,1742563851.560118,s,94.938469,s,15689,
2025-03-21,14:30:51.804048,1742563851.804048,s,95.182399,s,15698,
2025-03-21,14:30:52.060982,1742563852.060982,s,95.439333,s,15720,
2025-03-21,14:30:52.304955,1742563852.304955,s,95.683306,s,15736,
2025-03-21,14:30:52.562000,1742563852.562,s,95.940351,s,15743,
2025-03-21,14:30:52.805935,1742563852.805935,s,96.184286,s,15750,
2025-03-21,14:30:53.062800,1742563853.0628,s,96.441151,s,15772,
2025-03-21,14:30:53.306529,1742563853.306529,s,96.68488,s,15787,
2025-03-21,14:30:53.563975,1742563853.563975,s,96.942326,s,15809,
2025-03-21,14:30:53.807450,1742563853.80745,s,97.185801,s,15819,
2025-03-21,14:30:54.065017,1742563854.065017,s,97.443368,s,15840,
2025-03-21,14:30:54.308432,1742563854.308432,s,97.686783,s,15836,
2025-03-21,14:30:54.566102,1742563854.566102,s,97.944453,s,15854,
2025-03-21,14:30:54.809387,1742563854.809387,s,98.187738,s,15874,
2025-03-21,14:30:55.067235,1742563855.067235,s,98.445586,s,15885,
2025-03-21,14:30:55.310256,1742563855.310256,s,98.688607,s,15898,
2025-03-21,14:30:55.568129,1742563855.568129,s,98.94648,s,15919,
2025-03-21,14:30:55.811082,1742563855.811082,s,99.189433,s,15938,
2025-03-21,14:30:56.069164,1742563856.069164,s,99.447515,s,15949,
2025-03-21,14:30:56.311918,1742563856.311918,s,99.690269,s,15953,
2025-03-21,14:30:56.570345,1742563856.570345,s,99.948696,s,15966,
2025-03-21,14:30:56.812768,1742563856.812768,s,100.191119,s,15975,
2025-03-21,14:30:57.072708,1742563857.072708,s,100.451059,s,15998,
2025-03-21,14:30:57.313523,1742563857.313523,s,100.691874,s,16014,
2025-03-21,14:30:57.573742,1742563857.573742,s,100.952093,s,16020,
2025-03-21,14:30:57.814652,1742563857.814652,s,101.193003,s,16040,
2025-03-21,14:30:58.074623,1742563858.074623,s,101.452974,s,16046,
2025-03-21,14:30:58.315743,1742563858.315743,s,101.694094,s,16069,
2025-03-21,14:30:58.575571,1742563858.575571,s,101.953922,s,16080,
2025-03-21,14:30:58.816788,1742563858.816788,s,102.195139,s,16090,
2025-03-21,14:30:59.076597,1742563859.076597,s,102.454948,s,16105,
2025-03-21,14:30:59.317832,1742563859.317832,s,102.696183,s,16121,
2025-03-21,14:30:59.577473,1742563859.577473,s,102.955824,s,16137,
2025-03-21,14:30:59.818938,1742563859.818938,s,103.197289,s,16150,
2025-03-21,14:31:00.078559,1742563860.078559,s,103.45691,s,16147,
2025-03-21,14:31:00.319945,1742563860.319945,s,103.698296,s,16175,
2025-03-21,14:31:00.579432,1742563860.579432,s,103.957783,s,16180,
2025-03-21,14:31:00.820850,1742563860.82085,s,104.199201,s,16219,
2025-03-21,14:31:01.080337,1742563861.080337,s,104.458688,s,16211,
2025-03-21,14:31:01.321776,1742563861.321776,s,104.700127,s,16233,
2025-03-21,14:31:01.581344,1742563861.581344,s,104.959695,s,16242,
2025-03-21,14:31:01.822651,1742563861.822651,s,105.201002,s,16260,
2025-03-21,14:31:02.082394,1742563862.082394,s,105.460745,s,16268,
2025-03-21,14:31:02.323641,1742563862.323641,s,105.701992,s,16287,
2025-03-21,14:31:02.583304,1742563862.583304,s,105.961655,s,16297,
2025-03-21,14:31:02.824628,1742563862.824628,s,106.202979,s,16308,
2025-03-21,14:31:03.084199,1742563863.084199,s,106.46255,s,16325,
2025-03-21,14:31:03.325114,1742563863.325114,s,106.703465,s,16343,
2025-03-21,14:31:03.585078,1742563863.585078,s,106.963429,s,16344,
2025-03-21,14:31:03.826131,1742563863.826131,s,107.204482,s,16365,
2025-03-21,14:31:04.085965,1742563864.085965,s,107.464316,s,16369,
2025-03-21,14:31:04.327021,1742563864.327021,s,107.705372,s,16388,
2025-03-21,14:31:04.586838,1742563864.586838,s,107.965189,s,16399,
2025-03-21,14:31:04.827961,1742563864.827961,s,108.206312,s,16418,
2025-03-21,14:31:05.087710,1742563865.08771,s,108.466061,s,16430,
2025-03-21,14:31:05.328917,1742563865.328917,s,108.707268,s,16439,
2025-03-21,14:31:05.588111,1742563865.588111,s,108.966462,s,16451,
2025-03-21,14:31:05.829919,1742563865.829919,s,109.20827,s,16472,
2025-03-21,14:31:06.089166,1742563866.089166,s,109.467517,s,16469,
2025-03-21,14:31:06.330907,1742563866.330907,s,109.709258,s,16490,
2025-03-21,14:31:06.590834,1742563866.590834,s,109.969185,s,16505,
2025-03-21,14:31:06.831407,1742563866.831407,s,110.209758,s,16523,
2025-03-21,14:31:07.091858,1742563867.091858,s,110.470209,s,16532,
2025-03-21,14:31:07.332165,1742563867.332165,s,110.710516,s,16553,
2025-03-21,14:31:07.592931,1742563867.592931,s,110.971282,s,16555,
2025-03-21,14:31:07.833127,1742563867.833127,s,111.211478,s,16569,
2025-03-21,14:31:08.093878,1742563868.093878,s,111.472229,s,16582,
2025-03-21,14:31:08.333899,1742563868.333899,s,111.71225,s,16593,
2025-03-21,14:31:08.595158,1742563868.595158,s,111.973509,s,16614,
2025-03-21,14:31:08.834747,1742563868.834747,s,112.213098,s,16621,
2025-03-21,14:31:09.096134,1742563869.096134,s,112.474485,s,16643,
2025-03-21,14:31:09.335434,1742563869.335434,s,112.713785,s,16641,
2025-03-21,14:31:09.596959,1742563869.596959,s,112.97531,s,16661,
2025-03-21,14:31:09.835836,1742563869.835836,s,113.214187,s,16673,
2025-03-21,14:31:10.097830,1742563870.09783,s,113.476181,s,16686,
2025-03-21,14:31:10.336647,1742563870.336647,s,113.714998,s,16695,
2025-03-21,14:31:10.598897,1742563870.598897,s,113.977248,s,16730,
2025-03-21,14:31:10.837401,1742563870.837401,s,114.215752,s,16719,
2025-03-21,14:31:11.099851,1742563871.099851,s,114.478202,s,16740,
2025-03-21,14:31:11.338260,1742563871.33826,s,114.716611,s,16752,
2025-03-21,14:31:11.600857,1742563871.600857,s,114.979208,s,16770,
2025-03-21,14:31:11.839298,1742563871.839298,s,115.217649,s,16778,
2025-03-21,14:31:12.101720,1742563872.10172,s,115.480071,s,16782,
2025-03-21,14:31:12.340285,1742563872.340285,s,115.718636,s,16795,
2025-03-21,14:31:12.602622,1742563872.602622,s,115.980973,s,16808,
2025-03-21,14:31:12.841136,1742563872.841136,s,116.219487,s,16830,
2025-03-21,14:31:13.103431,1742563873.103431,s,116.481782,s,16842,
2025-03-21,14:31:13.341734,1742563873.341734,s,116.720085,s,16857,
2025-03-21,14:31:13.604171,1742563873.604171,s,116.982522,s,16867,
2025-03-21,14:31:13.842716,1742563873.842716,s,117.221067,s,16876,
2025-03-21,14:31:14.104995,1742563874.104995,s,117.483346,s,16885,
2025-03-21,14:31:14.343745,1742563874.343745,s,117.722096,s,16901,
2025-03-21,14:31:14.605890,1742563874.60589,s,117.984241,s,16911,
2025-03-21,14:31:14.844776,1742563874.844776,s,118.223127,s,16921,
2025-03-21,14:31:15.107062,1742563875.107062,s,118.485413,s,16936,
2025-03-21,14:31:15.345784,1742563875.345784,s,118.724135,s,16943,
2025-03-21,14:31:15.607955,1742563875.607955,s,118.986306,s,16962,
2025-03-21,14:31:15.846603,1742563875.846603,s,119.224954,s,16967,
2025-03-21,14:31:16.108445,1742563876.108445,s,119.486796,s,16989,
2025-03-21,14:31:16.347549,1742563876.347549,s,119.7259,s,16987,
2025-03-21,14:31:16.609296,1742563876.609296,s,119.987647,s,17007,
2025-03-21,14:31:16.848445,1742563876.848445,s,120.226796,s,17017,
2025-03-21,14:31:17.110333,1742563877.110333,s,120.488684,s,17040,
2025-03-21,14:31:17.349344,1742563877.349344,s,120.727695,s,17044,
2025-03-21,14:31:17.611058,1742563877.611058,s,120.989409,s,17062,
2025-03-21,14:31:17.850256,1742563877.850256,s,121.228607,s,17080,
2025-03-21,14:31:18.111843,1742563878.111843,s,121.490194,s,17092,
2025-03-21,14:31:18.351063,1742563878.351063,s,121.729414,s,17089,
2025-03-21,14:31:18.612679,1742563878.612679,s,121.99103,s,17108,
2025-03-21,14:31:18.851961,1742563878.851961,s,122.230312,s,17119,
2025-03-21,14:31:19.113447,1742563879.113447,s,122.491798,s,17128,
2025-03-21,14:31:19.352631,1742563879.352631,s,122.730982,s,17138,
2025-03-21,14:31:19.614153,1742563879.614153,s,122.992504,s,17157,
2025-03-21,14:31:19.853707,1742563879.853707,s,123.232058,s,17164,
2025-03-21,14:31:20.115659,1742563880.115659,s,123.49401,s,17179,
2025-03-21,14:31:20.354578,1742563880.354578,s,123.732929,s,17186,
2025-03-21,14:31:20.616644,1742563880.616644,s,123.994995,s,17204,
2025-03-21,14:31:20.855533,1742563880.855533,s,124.233884,s,17208,
2025-03-21,14:31:21.117727,1742563881.117727,s,124.496078,s,17226,
2025-03-21,14:31:21.356633,1742563881.356633,s,124.734984,s,17234,
2025-03-21,14:31:21.618766,1742563881.618766,s,124.997117,s,17252,
2025-03-21,14:31:21.857713,1742563881.857713,s,125.236064,s,17257,
2025-03-21,14:31:22.119699,1742563882.119699,s,125.49805,s,17272,
2025-03-21,14:31:22.358668,1742563882.358668,s,125.737019,s,17270,
2025-03-21,14:31:22.620604,1742563882.620604,s,125.998955,s,17283,
2025-03-21,14:31:22.859448,1742563882.859448,s,126.237799,s,17298,
2025-03-21,14:31:23.121519,1742563883.121519,s,126.49987,s,17319,
2025-03-21,14:31:23.359872,1742563883.359872,s,126.738223,s,17327,
2025-03-21,14:31:23.622456,1742563883.622456,s,127.000807,s,17337,
2025-03-21,14:31:23.860713,1742563883.860713,s,127.239064,s,17352,
2025-03-21,14:31:24.123369,1742563884.123369,s,127.50172,s,17357,
2025-03-21,14:31:24.361511,1742563884.361511,s,127.739862,s,17373,
2025-03-21,14:31:24.624307,1742563884.624307,s,128.002658,s,17379,
2025-03-21,14:31:24.862455,1742563884.862455,s,128.240806,s,17396,
2025-03-21,14:31:25.125504,1742563885.125504,s,128.503855,s,17407,
2025-03-21,14:31:25.363540,1742563885.36354,s,128.741891,s,17419,
2025-03-21,14:31:25.626589,1742563885.626589,s,129.00494,s,17428,
2025-03-21,14:31:25.864535,1742563885.864535,s,129.242886,s,17446,
2025-03-21,14:31:26.127416,1742563886.127416,s,129.505767,s,17449,
2025-03-21,14:31:26.365692,1742563886.365692,s,129.744043,s,17471,
2025-03-21,14:31:26.628473,1742563886.628473,s,130.006824,s,17470,
2025-03-21,14:31:26.866737,1742563886.866737,s,130.245088,s,17489,
2025-03-21,14:31:27.129501,1742563887.129501,s,130.507852,s,17490,
2025-03-21,14:31:27.367812,1742563887.367812,s,130.746163,s,17505,
2025-03-21,14:31:27.630647,1742563887.630647,s,131.008998,s,17509,
2025-03-21,14:31:27.868787,1742563887.868787,s,131.247138,s,17516,
2025-03-21,14:31:28.131693,1742563888.131693,s,131.510044,s,17537,
2025-03-21,14:31:28.369783,1742563888.369783,s,131.748134,s,17537,
2025-03-21,14:31:28.632823,1742563888.632823,s,132.011174,s,17560,
2025-03-21,14:31:28.870849,1742563888.870849,s,132.2492,s,17573,
2025-03-21,14:31:29.133954,1742563889.133954,s,132.512305,s,17585,
2025-03-21,14:31:29.371862,1742563889.371862,s,132.750213,s,17588,
2025-03-21,14:31:29.634916,1742563889.634916,s,133.013267,s,17603,
2025-03-21,14:31:29.872796,1742563889.872796,s,133.251147,s,17613,
2025-03-21,14:31:30.136000,1742563890.136,s,133.514351,s,17617,
2025-03-21,14:31:30.373876,1742563890.373876,s,133.752227,s,17635,
2025-03-21,14:31:30.636871,1742563890.636871,s,134.015222,s,17650,
2025-03-21,14:31:30.874694,1742563890.874694,s,134.253045,s,17647,
2025-03-21,14:31:31.137770,1742563891.13777,s,134.516121,s,17669,
2025-03-21,14:31:31.375580,1742563891.37558,s,134.753931,s,17666,
2025-03-21,14:31:31.638719,1742563891.638719,s,135.01707,s,17686,
2025-03-21,14:31:31.876455,1742563891.876455,s,135.254806,s,17688,
2025-03-21,14:31:32.139527,1742563892.139527,s,135.517878,s,17707,
2025-03-21,14:31:32.377407,1742563892.377407,s,135.755758,s,17708,
2025-03-21,14:31:32.640362,1742563892.640362,s,136.018713,s,17722,
2025-03-21,14:31:32.878443,1742563892.878443,s,136.256794,s,17732,
2025-03-21,14:31:33.141200,1742563893.1412,s,136.519551,s,17741,
2025-03-21,14:31:33.378915,1742563893.378915,s,136.757266,s,17734,
2025-03-21,14:31:33.641972,1742563893.641972,s,137.020323,s,17758,
2025-03-21,14:31:33.879901,1742563893.879901,s,137.258252,s,17768,
2025-03-21,14:31:34.143192,1742563894.143192,s,137.521543,s,17777,
2025-03-21,14:31:34.380856,1742563894.380856,s,137.759207,s,17789,
2025-03-21,14:31:34.644234,1742563894.644234,s,138.022585,s,17797,
2025-03-21,14:31:34.881939,1742563894.881939,s,138.26029,s,17812,
2025-03-21,14:31:35.145209,1742563895.145209,s,138.52356,s,17820,
2025-03-21,14:31:35.382816,1742563895.382816,s,138.761167,s,17829,
2025-03-21,14:31:35.646214,1742563895.646214,s,139.024565,s,17844,
2025-03-21,14:31:35.883908,1742563895.883908,s,139.262259,s,17844,
2025-03-21,14:31:36.147287,1742563896.147287,s,139.525638,s,17851,
2025-03-21,14:31:36.384719,1742563896.384719,s,139.76307,s,17870,
2025-03-21,14:31:36.648319,1742563896.648319,s,140.02667,s,17874,
2025-03-21,14:31:36.885662,1742563896.885662,s,140.264013,s,17879,
2025-03-21,14:31:37.149416,1742563897.149416,s,140.527767,s,17894,
2025-03-21,14:31:37.386591,1742563897.386591,s,140.764942,s,17910,
2025-03-21,14:31:37.650392,1742563897.650392,s,141.028743,s,17922,
2025-03-21,14:31:37.887469,1742563897.887469,s,141.26582,s,17931,
2025-03-21,14:31:38.151313,1742563898.151313,s,141.529664,s,17938,
2025-03-21,14:31:38.388240,1742563898.38824,s,141.766591,s,17957,
2025-03-21,14:31:38.652282,1742563898.652282,s,142.030633,s,17956,
2025-03-21,14:31:38.888988,1742563898.888988,s,142.267339,s,17974,
2025-03-21,14:31:39.153255,1742563899.153255,s,142.531606,s,17976,
2025-03-21,14:31:39.389674,1742563899.389674,s,142.768025,s,17989,
2025-03-21,14:31:39.654203,1742563899.654203,s,143.032554,s,17996,
2025-03-21,14:31:39.891114,1742563899.891114,s,143.269465,s,18001,
2025-03-21,14:31:40.155276,1742563900.155276,s,143.533627,s,18020,
2025-03-21,14:31:40.392158,1742563900.392158,s,143.770509,s,18025,
2025-03-21,14:31:40.656225,1742563900.656225,s,144.034576,s,18037,
2025-03-21,14:31:40.893198,1742563900.893198,s,144.271549,s,18045,
2025-03-21,14:31:41.157198,1742563901.157198,s,144.535549,s,18061,
2025-03-21,14:31:41.394213,1742563901.394213,s,144.772564,s,18072,
2025-03-21,14:31:41.658127,1742563901.658127,s,145.036478,s,18073,
2025-03-21,14:31:41.895248,1742563901.895248,s,145.273599,s,18086,
2025-03-21,14:31:42.159223,1742563902.159223,s,145.537574,s,18099,
2025-03-21,14:31:42.396237,1742563902.396237,s,145.774588,s,18101,
2025-03-21,14:31:42.660208,1742563902.660208,s,146.038559,s,18115,
2025-03-21,14:31:42.897146,1742563902.897146,s,146.275497,s,18116,
2025-03-21,14:31:43.161232,1742563903.161232,s,146.539583,s,18135,
2025-03-21,14:31:43.397928,1742563903.397928,s,146.776279,s,18140,
2025-03-21,14:31:43.662354,1742563903.662354,s,147.040705,s,18144,
2025-03-21,14:31:43.898891,1742563903.898891,s,147.277242,s,18149,
2025-03-21,14:31:44.163437,1742563904.163437,s,147.541788,s,18155,
2025-03-21,14:31:44.399867,1742563904.399867,s,147.778218,s,18167,
2025-03-21,14:31:44.664284,1742563904.664284,s,148.042635,s,18171,
2025-03-21,14:31:44.900760,1742563904.90076,s,148.279111,s,18184,
2025-03-21,14:31:45.165115,1742563905.165115,s,148.543466,s,18201,
2025-03-21,14:31:45.401694,1742563905.401694,s,148.780045,s,18203,
2025-03-21,14:31:45.665899,1742563905.665899,s,149.04425,s,18216,
2025-03-21,14:31:45.902898,1742563905.902898,s,149.281249,s,18227,
2025-03-21,14:31:46.166924,1742563906.166924,s,149.545275,s,18229,
2025-03-21,14:31:46.403759,1742563906.403759,s,149.78211,s,18246,
2025-03-21,14:31:46.667735,1742563906.667735,s,150.046086,s,18256,
2025-03-21,14:31:46.904693,1742563906.904693,s,150.283044,s,18268,
2025-03-21,14:31:47.168704,1742563907.168704,s,150.547055,s,18257,
2025-03-21,14:31:47.405869,1742563907.405869,s,150.78422,s,18287,
2025-03-21,14:31:47.669669,1742563907.669669,s,151.04802,s,18287,
2025-03-21,14:31:47.906841,1742563907.906841,s,151.285192,s,18304,
2025-03-21,14:31:48.170643,1742563908.170643,s,151.548994,s,18305,
2025-03-21,14:31:48.407629,1742563908.407629,s,151.78598,s,18315,
2025-03-21,14:31:48.672190,1742563908.67219,s,152.050541,s,18324,
2025-03-21,14:31:48.908504,1742563908.908504,s,152.286855,s,18325,
2025-03-21,14:31:49.173198,1742563909.173198,s,152.551549,s,18333,
2025-03-21,14:31:49.409397,1742563909.409397,s,152.787748,s,18353,
2025-03-21,14:31:49.674200,1742563909.6742,s,153.052551,s,18346,
2025-03-21,14:31:49.910362,1742563909.910362,s,153.288713,s,18362,
2025-03-21,14:31:50.175186,1742563910.175186,s,153.553537,s,18372,
2025-03-21,14:31:50.411206,1742563910.411206,s,153.789557,s,18377,
2025-03-21,14:31:50.676037,1742563910.676037,s,154.054388,s,18385,
2025-03-21,14:31:50.911639,1742563910.911639,s,154.28999,s,18400,
2025-03-21,14:31:51.177006,1742563911.177006,s,154.555357,s,18411,
2025-03-21,14:31:51.412566,1742563911.412566,s,154.790917,s,18412,
2025-03-21,14:31:51.678065,1742563911.678065,s,155.056416,s,18421,
2025-03-21,14:31:51.913346,1742563911.913346,s,155.291697,s,18428,
2025-03-21,14:31:52.178940,1742563912.17894,s,155.557291,s,18435,
2025-03-21,14:31:52.414036,1742563912.414036,s,155.792387,s,18444,
2025-03-21,14:31:52.679995,1742563912.679995,s,156.058346,s,18467,
2025-03-21,14:31:52.914938,1742563912.914938,s,156.293289,s,18474,
2025-03-21,14:31:53.180922,1742563913.180922,s,156.559273,s,18476,
2025-03-21,14:31:53.415695,1742563913.415695,s,156.794046,s,18489,
2025-03-21,14:31:53.681871,1742563913.681871,s,157.060222,s,18500,
2025-03-21,14:31:53.916697,1742563913.916697,s,157.295048,s,18494,
2025-03-21,14:31:54.182736,1742563914.182736,s,157.561087,s,18506,
2025-03-21,14:31:54.417666,1742563914.417666,s,157.796017,s,18515,
2025-03-21,14:31:54.683717,1742563914.683717,s,158.062068,s,18529,
2025-03-21,14:31:54.918617,1742563914.918617,s,158.296968,s,18526,
2025-03-21,14:31:55.184680,1742563915.18468,s,158.563031,s,18542,
2025-03-21,14:31:55.419500,1742563915.4195,s,158.797851,s,18550,
2025-03-21,14:31:55.685648,1742563915.685648,s,159.063999,s,18550,
2025-03-21,14:31:55.920454,1742563915.920454,s,159.298805,s,18571,
2025-03-21,14:31:56.186613,1742563916.186613,s,159.564964,s,18571,
2025-03-21,14:31:56.421472,1742563916.421472,s,159.799823,s,18585,
2025-03-21,14:31:56.687612,1742563916.687612,s,160.065963,s,18587,
2025-03-21,14:31:56.922483,1742563916.922483,s,160.300834,s,18596,
2025-03-21,14:31:57.188700,1742563917.1887,s,160.567051,s,18613,
2025-03-21,14:31:57.423484,1742563917.423484,s,160.801835,s,18623,
2025-03-21,14:31:57.689758,1742563917.689758,s,161.068109,s,18612,
2025-03-21,14:31:57.924349,1742563917.924349,s,161.3027,s,18637,
2025-03-21,14:31:58.190694,1742563918.190694,s,161.569045,s,18630,
2025-03-21,14:31:58.425231,1742563918.425231,s,161.803582,s,18652,
2025-03-21,14:31:58.691605,1742563918.691605,s,162.069956,s,18652,
2025-03-21,14:31:58.926141,1742563918.926141,s,162.304492,s,18657,
2025-03-21,14:31:59.192501,1742563919.192501,s,162.570852,s,18665,
2025-03-21,14:31:59.426999,1742563919.426999,s,162.80535,s,18677,
2025-03-21,14:31:59.693147,1742563919.693147,s,163.071498,s,18682,
2025-03-21,14:31:59.927748,1742563919.927748,s,163.306099,s,18688,
2025-03-21,14:32:00.194151,1742563920.194151,s,163.572502,s,18689,
2025-03-21,14:32:00.428626,1742563920.428626,s,163.806977,s,18715,
2025-03-21,14:32:00.695062,1742563920.695062,s,164.073413,s,18713,
2025-03-21,14:32:00.929564,1742563920.929564,s,164.307915,s,18724,
2025-03-21,14:32:01.195943,1742563921.195943,s,164.574294,s,18728,
2025-03-21,14:32:01.430461,1742563921.430461,s,164.808812,s,18738,
2025-03-21,14:32:01.697074,1742563921.697074,s,165.075425,s,18736,
2025-03-21,14:32:01.931374,1742563921.931374,s,165.309725,s,18755,
2025-03-21,14:32:02.198117,1742563922.198117,s,165.576468,s,18765,
2025-03-21,14:32:02.432182,1742563922.432182,s,165.810533,s,18767,
2025-03-21,14:32:02.698798,1742563922.698798,s,166.077149,s,18777,
2025-03-21,14:32:02.932735,1742563922.932735,s,166.311086,s,18786,
2025-03-21,14:32:03.199792,1742563923.199792,s,166.578143,s,18786,
2025-03-21,14:32:03.433373,1742563923.433373,s,166.811724,s,18800,
2025-03-21,14:32:03.700799,1742563923.700799,s,167.07915,s,18804,
2025-03-21,14:32:03.933790,1742563923.93379,s,167.312141,s,18818,
2025-03-21,14:32:04.201802,1742563924.201802,s,167.580153,s,18820,
2025-03-21,14:32:04.434713,1742563924.434713,s,167.813064,s,18828,
2025-03-21,14:32:04.702717,1742563924.702717,s,168.081068,s,18839,
2025-03-21,14:32:04.935469,1742563924.935469,s,168.31382,s,18845,
2025-03-21,14:32:05.203779,1742563925.203779,s,168.58213,s,18852,
2025-03-21,14:32:05.436476,1742563925.436476,s,168.814827,s,18859,
2025-03-21,14:32:05.704839,1742563925.704839,s,169.08319,s,18876,
2025-03-21,14:32:05.937330,1742563925.93733,s,169.315681,s,18875,
2025-03-21,14:32:06.205802,1742563926.205802,s,169.584153,s,18894,
2025-03-21,14:32:06.438270,1742563926.43827,s,169.816621,s,18899,
2025-03-21,14:32:06.706609,1742563926.706609,s,170.08496,s,18907,
2025-03-21,14:32:06.939245,1742563926.939245,s,170.317596,s,18914,
2025-03-21,14:32:07.207819,1742563927.207819,s,170.58617,s,18923,
2025-03-21,14:32:07.440358,1742563927.440358,s,170.818709,s,18933,
2025-03-21,14:32:07.708774,1742563927.708774,s,171.087125,s,18937,
2025-03-21,14:32:07.941529,1742563927.941529,s,171.31988,s,18950,
2025-03-21,14:32:08.209903,1742563928.209903,s,171.588254,s,18959,
2025-03-21,14:32:08.442597,1742563928.442597,s,171.820948,s,18963,
2025-03-21,14:32:08.710954,1742563928.710954,s,172.089305,s,18972,
2025-03-21,14:32:08.943641,1742563928.943641,s,172.321992,s,18983,
2025-03-21,14:32:09.211964,1742563929.211964,s,172.590315,s,18988,
2025-03-21,14:32:09.444665,1742563929.444665,s,172.823016,s,18994,
2025-03-21,14:32:09.712921,1742563929.712921,s,173.091272,s,19006,
2025-03-21,14:32:09.945724,1742563929.945724,s,173.324075,s,19005,
2025-03-21,14:32:10.213916,1742563930.213916,s,173.592267,s,19016,
2025-03-21,14:32:10.446854,1742563930.446854,s,173.825205,s,19028,
2025-03-21,14:32:10.714870,1742563930.71487,s,174.093221,s,19039,
2025-03-21,14:32:10.947844,1742563930.947844,s,174.326195,s,19035,
2025-03-21,14:32:11.215823,1742563931.215823,s,174.594174,s,19040,
2025-03-21,14:32:11.448753,1742563931.448753,s,174.827104,s,19060,
2025-03-21,14:32:11.716766,1742563931.716766,s,175.095117,s,19070,
2025-03-21,14:32:11.949683,1742563931.949683,s,175.328034,s,19079,
2025-03-21,14:32:12.217854,1742563932.217854,s,175.596205,s,19079,
2025-03-21,14:32:12.450646,1742563932.450646,s,175.828997,s,19086,
2025-03-21,14:32:12.719058,1742563932.719058,s,176.097409,s,19080,
2025-03-21,14:32:12.951469,1742563932.951469,s,176.32982,s,19097,
2025-03-21,14:32:13.220006,1742563933.220006,s,176.598357,s,19108,
2025-03-21,14:32:13.452320,1742563933.45232,s,176.830671,s,19115,
2025-03-21,14:32:13.720798,1742563933.720798,s,177.099149,s,19131,
2025-03-21,14:32:13.953237,1742563933.953237,s,177.331588,s,19135,
2025-03-21,14:32:14.221793,1742563934.221793,s,177.600144,s,19139,
2025-03-21,14:32:14.454238,1742563934.454238,s,177.832589,s,19144,
2025-03-21,14:32:14.722720,1742563934.72272,s,178.101071,s,19161,
2025-03-21,14:32:14.955124,1742563934.955124,s,178.333475,s,19162,
2025-03-21,14:32:15.223519,1742563935.223519,s,178.60187,s,19177,
2025-03-21,14:32:15.456028,1742563935.456028,s,178.834379,s,19176,
2025-03-21,14:32:15.724304,1742563935.724304,s,179.102655,s,19194,
2025-03-21,14:32:15.956872,1742563935.956872,s,179.335223,s,19192,
2025-03-21,14:32:16.225220,1742563936.22522,s,179.603571,s,19206,
2025-03-21,14:32:16.457726,1742563936.457726,s,179.836077,s,19206,
2025-03-21,14:32:16.727032,1742563936.727032,s,180.105383,s,19220,
2025-03-21,14:32:16.958542,1742563936.958542,s,180.336893,s,19215,
2025-03-21,14:32:17.227991,1742563937.227991,s,180.606342,s,19228,
2025-03-21,14:32:17.459593,1742563937.459593,s,180.837944,s,19225,
2025-03-21,14:32:17.729035,1742563937.729035,s,181.107386,s,19251,
2025-03-21,14:32:17.960659,1742563937.960659,s,181.33901,s,19255,
2025-03-21,14:32:18.229967,1742563938.229967,s,181.608318,s,19256,
2025-03-21,14:32:18.461746,1742563938.461746,s,181.840097,s,19273,
2025-03-21,14:32:18.731149,1742563938.731149,s,182.1095,s,19272,
2025-03-21,14:32:18.962636,1742563938.962636,s,182.340987,s,19281,
2025-03-21,14:32:19.232228,1742563939.232228,s,182.610579,s,19285,
2025-03-21,14:32:19.463474,1742563939.463474,s,182.841825,s,19297,
2025-03-21,14:32:19.733240,1742563939.73324,s,183.111591,s,19301,
2025-03-21,14:32:19.964344,1742563939.964344,s,183.342695,s,19304,
2025-03-21,14:32:20.234211,1742563940.234211,s,183.612562,s,19319,
2025-03-21,14:32:20.465806,1742563940.465806,s,183.844157,s,19328,
2025-03-21,14:32:20.735043,1742563940.735043,s,184.113394,s,19328,
2025-03-21,14:32:20.966650,1742563940.96665,s,184.345001,s,19340,
2025-03-21,14:32:21.235920,1742563941.23592,s,184.614271,s,19346,
2025-03-21,14:32:21.467584,1742563941.467584,s,184.845935,s,19354,
2025-03-21,14:32:21.736844,1742563941.736844,s,185.115195,s,19357,
2025-03-21,14:32:21.968553,1742563941.968553,s,185.346904,s,19367,
2025-03-21,14:32:22.237831,1742563942.237831,s,185.616182,s,19374,
2025-03-21,14:32:22.469589,1742563942.469589,s,185.84794,s,19385,
2025-03-21,14:32:22.738705,1742563942.738705,s,186.117056,s,19383,
2025-03-21,14:32:22.970551,1742563942.970551,s,186.348902,s,19402,
